Country,Subject Descriptor,2015,2016,2017,2018,2019,2020,Estimates Start After
Nicaragua,"Inflation, average consumer prices",190.338,197.045,204.632,214.756,226.302,234.634,2020
Nicaragua,Volume of imports of goods and services,12.058,4.155,0.937,-16.801,-6.75,-0.883,2020
Nicaragua,Volume of exports of goods and services,-1.12,4.705,9.389,-2.572,1.373,-9.651,2020
Nicaragua,Unemployment rate,5.909,4.481,3.67,5.5,6.118,7.293,2020
Nicaragua,Population,6.263,6.328,6.394,6.46,6.528,6.496,2020
Nicaragua,General government revenue,23.788,24.916,25.479,24.602,27.536,26.852,2020
Nicaragua,General government total expenditure,25.337,26.751,27.258,27.625,27.84,28.975,2020
Nicaragua,General government net lending/borrowing,-1.55,-1.835,-1.78,-3.023,-0.304,-2.123,2020
Nicaragua,General government gross debt,28.911,30.916,34.08,37.686,41.69,47.919,2020
Nicaragua,Current account balance,-9.873,-8.483,-7.16,-1.797,5.973,5.858,2020
Norway,"Gross domestic product, constant prices",1.967,1.072,2.323,1.119,0.746,-0.717,2021
Norway,"Gross domestic product, current prices",385.802,368.827,398.394,437,404.941,362.198,2021
Norway,"Gross domestic product, deflator",91.984,90.628,94.209,100.475,100,96.395,2021
Norway,"Gross domestic product per capita, constant prices","61,695.74","61,802.01","62,782.11","63,083.37","63,164.04","62,387.43",2021
Norway,Total investment,27.476,28.092,27.822,28.048,29.844,30.305,2021
Norway,Gross national savings,35.521,32.558,33.31,36.011,32.753,31.424,2021
Norway,"Inflation, average consumer prices",108.587,112.442,114.551,117.718,120.27,121.817,2021
Norway,Volume of imports of goods and services,1.935,2.673,1.879,1.396,5.103,-11.936,2021
Norway,Volume of exports of goods and services,4.342,1.066,1.699,-1.224,1.138,-1.225,2021
Norway,Unemployment rate,4.531,4.74,4.216,3.854,3.728,4.595,2021
Norway,Population,5.205,5.252,5.29,5.324,5.357,5.385,2021
Norway,General government revenue,54.522,54.755,54.636,55.862,57.258,54.476,2021
Norway,General government total expenditure,48.498,50.699,49.641,47.998,50.674,57.29,2021
Norway,General government net lending/borrowing,6.024,4.056,4.996,7.864,6.584,-2.814,2021
Norway,General government gross debt,34.544,38.126,38.636,39.658,40.937,46.802,2021
Norway,Current account balance,8.034,4.453,5.476,7.953,2.897,1.114,2021
Pakistan,"Gross domestic product, constant prices",4.058,4.563,4.609,6.096,3.12,-1.002,2021
Pakistan,"Gross domestic product, current prices",304.081,312.919,339.245,354.436,318.478,299.296,2021
Pakistan,"Gross domestic product, deflator",105.863,107.266,111.401,115.742,125.439,137.48,2021
Pakistan,"Gross domestic product per capita, constant prices","5,096.54","5,054.38","5,158.98","5,353.95","5,412.61","5,253.02",2021
Pakistan,Total investment,15.207,15.936,16.333,17.068,15.5,14.984,2021
Pakistan,Gross national savings,14.282,14.35,12.716,11.653,11.281,13.498,2021
Pakistan,"Inflation, average consumer prices",98.602,101.426,105.633,109.779,117.177,129.763,2021
Pakistan,Volume of imports of goods and services,13.549,12.974,15.249,9.084,-10.268,-13.359,2021
Pakistan,Volume of exports of goods and services,8.133,-5.802,-1.712,5.956,-3.497,-2.057,2021
Pakistan,Unemployment rate,5.9,5.958,6.018,5.8,6.9,7.6,2019
Pakistan,Population,189.87,200.19,205.17,209.75,213.95,218.24,2021
Pakistan,General government revenue,12.898,13.789,13.957,13.435,11.265,13.27,2021
Pakistan,General government total expenditure,17.566,17.712,19.128,19.108,19.054,20.304,2021
Pakistan,General government net lending/borrowing,-4.668,-3.923,-5.171,-5.673,-7.789,-7.034,2021
Pakistan,General government gross debt,57.021,60.809,60.856,64.82,77.505,79.587,2021
Pakistan,Current account balance,-0.926,-1.585,-3.617,-5.416,-4.218,-1.486,2021
Panama,"Gross domestic product, constant prices",5.733,4.953,5.591,3.685,2.98,-17.945,2020
Panama,"Gross domestic product, current prices",54.092,57.908,62.203,64.929,66.984,53.977,2020
Panama,"Gross domestic product, deflator",148.701,151.678,154.3,155.339,155.619,152.824,2020
Panama,"Gross domestic product per capita, constant prices","28,381.54","29,332.60","30,510.96","31,174.05","31,646.19","25,605.04",2020
Panama,Total investment,42.756,40.499,41.731,41.481,38.302,24.059,2020
Panama,Gross national savings,33.793,32.715,35.71,33.858,33.332,26.286,2020
Panama,"Inflation, average consumer prices",102.767,103.527,104.433,105.229,104.855,103.229,2021
Panama,Volume of imports of goods and services,-1.247,2.449,4.801,-0.753,-7.397,-29.858,2020
Panama,Volume of exports of goods and services,-4.84,-3.247,5.159,2.585,-0.133,-26.84,2020
Panama,Unemployment rate,5.052,5.494,6.13,5.956,7.07,18.548,2021
Panama,Population,3.975,4.037,4.098,4.159,4.219,4.279,2020
Panama,General government revenue,19.698,20.112,20.002,19.774,18.505,18.269,2021
Panama,General government total expenditure,22.119,22.087,22.166,22.968,21.9,28.775,2021
Panama,General government net lending/borrowing,-2.421,-1.975,-2.164,-3.194,-3.395,-10.506,2021
Panama,General government gross debt,36.001,35.303,35.256,37.315,41.897,65.562,2021
Panama,Current account balance,-8.963,-7.784,-6.021,-7.623,-4.97,2.226,2020
Paraguay,"Gross domestic product, constant prices",2.957,4.268,4.81,3.204,-0.402,-0.82,2020
Paraguay,"Gross domestic product, current prices",36.211,36.09,38.997,40.225,37.907,35.432,2020
Paraguay,"Gross domestic product, deflator",101.604,105.805,108.09,110.208,113.528,116.086,2020
Paraguay,"Gross domestic product per capita, constant prices","11,710.82","12,034.67","12,433.77","12,651.44","12,424.93","12,153.22",2020
Paraguay,Total investment,21.879,19.806,20.6,22.782,21.696,20.041,2020
Paraguay,Gross national savings,21.479,23.423,23.635,22.834,21.227,22.752,2020
Paraguay,"Inflation, average consumer prices",90.842,94.55,97.967,101.858,104.667,106.517,2021
Paraguay,Volume of imports of goods and services,0.239,1.377,10.964,4.462,-4.511,-15.191,2021
Paraguay,Volume of exports of goods and services,4.591,9.797,7.808,-1.956,-4.139,-5.137,2021
Paraguay,Unemployment rate,5.351,5.998,6.086,6.236,6.569,7.708,2021
Paraguay,Population,6.756,6.855,6.954,7.053,7.153,7.253,2021
Paraguay,General government revenue,18.642,19.06,18.589,18.949,19.193,18.642,2021
Paraguay,General government total expenditure,20.456,19.456,19.471,20.596,22.989,25.833,2021
Paraguay,General government net lending/borrowing,-1.814,-0.397,-0.882,-1.647,-3.796,-7.192,2021
Paraguay,General government gross debt,18.613,19.39,19.847,22.331,25.78,36.899,2021
Paraguay,Current account balance,-0.4,3.617,3.035,0.052,-0.469,2.711,2020
Peru,"Gross domestic product, constant prices",3.252,3.953,2.519,3.977,2.15,-11.018,2021
Peru,"Gross domestic product, current prices",191.247,194.266,214.128,225.37,230.908,205.233,2021
Peru,"Gross domestic product, deflator",126.246,130.739,135.788,138.558,141.081,147.617,2021
Peru,"Gross domestic product per capita, constant prices","12,022.13","12,363.64","12,540.71","12,903.16","12,783.13","11,262.11",2017
Peru,Total investment,23.655,21.89,20.579,21.627,21.031,19.266,2021
Peru,Gross national savings,18.675,19.285,19.282,19.886,19.99,20.02,2021
Peru,"Inflation, average consumer prices",119.566,123.863,127.335,129.012,131.768,134.175,2021
Peru,Volume of imports of goods and services,0.183,-3.014,4.492,1.358,-0.157,-11.077,2021
Peru,Volume of exports of goods and services,2.9,11.363,8.014,1.631,1.223,-13.734,2021
Peru,Unemployment rate,6.49,6.742,6.876,6.7,6.6,13.9,2021
Peru,Population,31.152,31.489,31.826,32.162,33.162,33.494,2017
Peru,General government revenue,20.284,18.82,18.306,19.409,19.916,17.893,2021
Peru,General government total expenditure,22.41,21.075,21.241,21.409,21.281,26.24,2021
Peru,General government net lending/borrowing,-2.126,-2.255,-2.935,-2,-1.365,-8.347,2021
Peru,General government gross debt,24.075,24.499,25.415,26.183,27.093,35.085,2021
Peru,Current account balance,-4.98,-2.606,-1.297,-1.741,-1.041,0.753,2021
Philippines,"Gross domestic product, constant prices",6.348,7.149,6.931,6.341,6.119,-9.573,2021
Philippines,"Gross domestic product, current prices",306.446,318.627,328.481,346.842,376.823,361.489,2021
Philippines,"Gross domestic product, deflator",93.017,94.208,96.394,100,100.697,102.347,2021
Philippines,"Gross domestic product per capita, constant prices","7,393.04","7,790.26","8,199.05","8,587.92","8,983.41","8,012.89",2021
Philippines,Total investment,21.341,24.619,25.559,27.151,26.402,17.383,2021
Philippines,Gross national savings,23.712,24.242,24.906,24.591,25.593,20.586,2021
Philippines,"Inflation, average consumer prices",91.183,92.308,94.942,99.983,102.375,104.825,2021
Philippines,Volume of imports of goods and services,7.722,18.173,17.114,9.734,0.634,-23.505,2021
Philippines,Volume of exports of goods and services,2.966,9.623,20.45,8.036,8.683,-16.898,2021
Philippines,Unemployment rate,6.275,5.475,5.725,5.325,5.1,10.4,2021
Philippines,Population,100.83,102.53,104.17,105.76,107.29,108.77,2021
Philippines,General government revenue,18.513,18.299,18.689,19.298,20.013,20.642,2021
Philippines,General government total expenditure,17.927,18.652,19.061,20.85,21.671,26.375,2021
Philippines,General government net lending/borrowing,0.586,-0.353,-0.372,-1.552,-1.658,-5.733,2021
Philippines,General government gross debt,39.64,37.343,38.108,37.134,36.967,51.675,2021
Philippines,Current account balance,2.371,-0.376,-0.652,-2.559,-0.809,3.203,2021
Poland,"Gross domestic product, constant prices",4.236,3.142,4.831,5.354,4.745,-2.549,2021
Poland,"Gross domestic product, current prices",477.488,472.256,526.643,587.433,597.194,596.633,2021
Poland,"Gross domestic product, deflator",100,100.312,102.177,103.405,106.708,111.096,2021
Poland,"Gross domestic product per capita, constant prices","27,871.32","28,776.05","30,161.55","31,773.19","33,284.21","32,448.50",2021
Poland,Total investment,20.595,19.698,19.911,20.765,19.726,17.248,2021
Poland,Gross national savings,19.682,18.904,19.5,19.482,20.198,20.185,2021
Poland,"Inflation, average consumer prices",167.517,166.54,169.829,172.546,176.529,182.531,2021
Poland,Volume of imports of goods and services,6.918,7.881,10.2,7.45,3.047,-1.152,2020
Poland,Volume of exports of goods and services,8.033,9.266,9.627,6.949,5.192,0.133,2020
Poland,Unemployment rate,7.659,6.263,4.952,3.89,3.312,3.2,2020
Poland,Population,38.006,37.967,37.973,37.977,37.973,37.958,2021
Poland,General government revenue,39.079,38.721,39.785,41.291,41.035,41.531,2020
Poland,General government total expenditure,41.676,41.107,41.272,41.536,41.772,48.669,2020
Poland,General government net lending/borrowing,-2.596,-2.386,-1.487,-0.245,-0.737,-7.138,2020
Poland,General government gross debt,51.269,54.201,50.617,48.819,45.607,57.445,2020
Poland,Current account balance,-0.913,-0.794,-0.411,-1.284,0.472,2.936,2021
Portugal,"Gross domestic product, constant prices",1.792,2.019,3.506,2.849,2.683,-8.442,2021
Portugal,"Gross domestic product, current prices",199.414,206.369,221.28,242.423,240.013,228.356,2021
Portugal,"Gross domestic product, deflator",98.312,100,101.512,103.352,105.16,107.202,2021
Portugal,"Gross domestic product per capita, constant prices","31,157.64","31,887.22","33,086.05","34,083.36","34,989.23","32,001.69",2021
Portugal,Total investment,15.855,15.833,17.227,18.29,18.493,18.752,2021
Portugal,Gross national savings,15.125,16.004,17.646,17.779,18.717,17.558,2021
Portugal,"Inflation, average consumer prices",100,100.636,102.202,103.395,103.705,103.579,2021
Portugal,Volume of imports of goods and services,8.088,5.027,7.998,5.055,5.125,-11.88,2021
Portugal,Volume of exports of goods and services,6.341,4.191,7.966,4.15,3.978,-18.631,2021
Portugal,Unemployment rate,12.939,11.452,9.225,7.167,6.667,7.142,2021
Portugal,Population,10.358,10.326,10.3,10.284,10.286,10.297,2021
Portugal,General government revenue,43.799,42.902,42.412,42.891,42.566,43.501,2021
Portugal,General government total expenditure,48.201,44.837,45.368,43.24,42.451,49.341,2021
Portugal,General government net lending/borrowing,-4.402,-1.935,-2.956,-0.349,0.115,-5.84,2021
Portugal,General government gross debt,131.179,131.506,126.143,121.481,116.608,135.186,2021
Portugal,Current account balance,0.23,1.172,1.295,0.554,0.435,-1.069,2021
Romania,"Gross domestic product, constant prices",2.954,4.703,7.319,4.475,4.188,-3.748,2020
Romania,"Gross domestic product, current prices",177.731,188.13,211.696,241.456,249.88,249.512,2020
Romania,"Gross domestic product, deflator",100,102.447,107.241,113.875,121.613,126.343,2020
Romania,"Gross domestic product per capita, constant prices","23,941.97","25,213.72","27,219.98","28,598.67","29,979.09","28,983.44",2020
Romania,Total investment,25.134,23.411,23.427,22.777,23.63,24.442,2020
Romania,Gross national savings,24.331,21.827,20.328,18.134,18.742,19.428,2020
Romania,"Inflation, average consumer prices",114.241,112.465,113.977,119.254,123.816,127.092,2020
Romania,Volume of imports of goods and services,8.695,16.482,11.531,8.712,8.825,-5.859,2020
Romania,Volume of exports of goods and services,4.743,16.389,7.933,5.32,4.576,-9.348,2020
Romania,Unemployment rate,6.812,5.902,4.927,4.187,3.912,5.035,2020
Romania,Population,19.876,19.761,19.644,19.534,19.415,19.329,2020
Romania,General government revenue,32.845,28.874,27.956,29.213,28.885,28.831,2020
Romania,General government total expenditure,34.338,31.332,30.933,32.163,33.809,38.637,2020
Romania,General government net lending/borrowing,-1.494,-2.459,-2.976,-2.949,-4.924,-9.806,2020
Romania,General government gross debt,39.388,38.951,36.836,36.468,36.796,49.643,2020
Romania,Current account balance,-0.803,-1.585,-3.104,-4.646,-4.887,-5.021,2020
Russia,"Gross domestic product, constant prices",-1.973,0.194,1.826,2.807,2.198,-2.7,2021
Russia,"Gross domestic product, current prices","1,356.70","1,280.65","1,575.14","1,653.01","1,695.72","1,483.38",2021
Russia,"Gross domestic product, deflator",97.234,100,105.35,115.883,119.664,120.412,2021
Russia,"Gross domestic product per capita, constant prices","25,542.03","25,546.35","25,999.32","26,747.21","27,341.10","26,708.09",2021
Russia,Total investment,22.149,23.095,23.607,21.918,22.662,23.484,2021
Russia,Gross national savings,27.144,25.006,25.65,28.916,26.527,25.913,2021
Russia,"Inflation, average consumer prices",100,107.042,110.985,114.18,119.284,123.318,2021
Russia,Volume of imports of goods and services,-25.823,-4.309,16.779,2.661,2.789,-11.89,2021
Russia,Volume of exports of goods and services,2.97,1.85,4.474,5.127,-3.366,-4.044,2021
Russia,Unemployment rate,5.575,5.525,5.2,4.8,4.6,5.783,2021
Russia,Population,146.545,146.804,146.88,146.781,146.749,146.171,2021
Russia,General government revenue,31.887,32.916,33.361,35.544,35.682,35.276,2021
Russia,General government total expenditure,35.273,36.586,34.83,32.621,33.752,39.278,2021
Russia,General government net lending/borrowing,-3.386,-3.67,-1.469,2.923,1.93,-4.001,2021
Russia,General government gross debt,15.286,14.849,14.311,13.62,13.748,19.217,2021
Russia,Current account balance,4.996,1.911,2.043,6.998,3.865,2.429,2021
Saudi Arabia,"Gross domestic product, constant prices",4.106,1.671,-0.742,2.514,0.334,-4.138,2021
Saudi Arabia,"Gross domestic product, current prices",654.27,644.935,688.586,816.578,803.616,703.368,2021
Saudi Arabia,"Gross domestic product, deflator",96.396,93.46,100.531,116.293,114.066,104.146,2021
Saudi Arabia,"Gross domestic product per capita, constant prices","49,953.78","49,629.15","48,014.59","48,042.08","47,069.14","44,096.75",2020
Saudi Arabia,Total investment,34.173,30.933,28.852,26.376,29.138,27.626,2021
Saudi Arabia,Gross national savings,25.503,27.236,30.371,35.19,33.895,24.56,2021
Saudi Arabia,"Inflation, average consumer prices",96.431,98.426,97.601,100,97.907,101.28,2021
Saudi Arabia,Volume of imports of goods and services,3.276,-16.724,-0.296,2.239,2.937,-16.139,2020
Saudi Arabia,Volume of exports of goods and services,4.052,5.872,-0.357,8.803,-3.386,-13.449,2020
Saudi Arabia,Unemployment rate,5.591,5.6,6,6,5.7,7.4,2021
Saudi Arabia,Population,31.062,31.788,32.613,33.414,34.218,35.013,2020
Saudi Arabia,General government revenue,24.972,21.478,24.069,29.574,30.756,29.52,2021
Saudi Arabia,General government total expenditure,40.811,35.58,33.297,35.228,35.141,40.784,2021
Saudi Arabia,General government net lending/borrowing,-15.838,-14.102,-9.228,-5.654,-4.385,-11.264,2021
Saudi Arabia,General government gross debt,5.8,13.093,17.16,18.281,22.488,32.374,2021
Saudi Arabia,Current account balance,-8.67,-3.697,1.52,8.814,4.757,-3.066,2020
Serbia,"Gross domestic product, constant prices",1.776,3.339,2.101,4.495,4.332,-0.945,2020
Serbia,"Gross domestic product, current prices",39.656,40.693,44.179,50.641,51.514,53.335,2020
Serbia,"Gross domestic product, deflator",100,101.55,104.567,106.632,109.234,111.911,2020
Serbia,"Gross domestic product per capita, constant prices","15,588.00","16,193.00","16,621.47","17,463.78","18,269.55","18,193.80",2020
Serbia,Total investment,18.681,18.078,19.575,22.655,25.087,24.196,2020
Serbia,Gross national savings,15.228,15.156,14.345,17.815,18.216,20.075,2020
Serbia,"Inflation, average consumer prices",181.819,183.86,189.616,193.333,196.909,200.01,2020
Serbia,Volume of imports of goods and services,7.877,10.532,10.587,10.175,11.372,-2.064,2020
Serbia,Volume of exports of goods and services,10.832,11.317,9.767,7.876,10.09,-5.373,2020
Serbia,Unemployment rate,19.281,16.854,14.869,14.073,11.581,10.093,2020
Serbia,Population,7.095,7.058,7.021,6.983,6.964,6.927,2020
Serbia,General government revenue,39.278,40.693,41.452,41.5,42.025,40.983,2020
Serbia,General government total expenditure,42.657,41.812,40.082,40.688,42.029,48.225,2020
Serbia,General government net lending/borrowing,-3.379,-1.119,1.37,0.811,-0.005,-7.242,2020
Serbia,General government gross debt,71.243,68.772,58.649,54.405,52.75,57.884,2020
Serbia,Current account balance,-3.453,-2.922,-5.23,-4.84,-6.871,-4.122,2020
Seychelles,"Gross domestic product, constant prices",5.638,5.353,4.511,3.199,3.088,-7.723,2020
Seychelles,"Gross domestic product, current prices",1.416,1.49,1.573,1.629,1.683,1.202,2020
Seychelles,"Gross domestic product, deflator",100.898,100.832,104.38,107.216,107.99,104.728,2020
Seychelles,"Gross domestic product per capita, constant prices","26,276.18","27,490.20","28,530.63","29,121.16","29,736.37","27,213.25",2015
Seychelles,Total investment,33.658,30.01,30.171,28.989,27.402,22.383,2020
Seychelles,Gross national savings,15.555,10.286,11.079,11.587,11.232,-0.627,2020
Seychelles,"Inflation, average consumer prices",104.043,102.985,105.928,109.85,111.835,113.18,2020
Seychelles,Volume of imports of goods and services,7.876,7.467,6.786,2.584,-1.267,-25.439,2020
Seychelles,Volume of exports of goods and services,29.235,-9.195,3.829,-0.021,4.509,-23.522,2020
Seychelles,Unemployment rate,2.684,2.684,3,3,3,3,2015
Seychelles,Population,0.093,0.094,0.094,0.095,0.096,0.097,2015
Seychelles,General government revenue,33.291,36.302,34.808,35.133,35.69,35.662,2020
Seychelles,General government total expenditure,31.477,36.106,34.34,36.162,34.823,53.035,2020
Seychelles,General government net lending/borrowing,1.814,0.196,0.468,-1.029,0.867,-17.373,2020
Seychelles,General government gross debt,65.322,66.145,60.339,55.91,54.205,89.097,2020
Seychelles,Current account balance,-18.095,-19.724,-19.092,-17.402,-16.17,-23.01,2020
Singapore,"Gross domestic product, constant prices",2.977,3.562,4.661,3.661,1.096,-4.143,2021
Singapore,"Gross domestic product, current prices",307.999,318.822,343.187,376.987,375.484,345.286,2021
Singapore,"Gross domestic product, deflator",100,100.443,103.257,106.878,106.494,103.329,2021
Singapore,"Gross domestic product per capita, constant prices","89,160.73","91,146.10","95,310.33","98,336.96","98,283.31","94,505.64",2021
Singapore,Total investment,25.353,26.478,27.323,24.792,24.681,22.454,2021
Singapore,Gross national savings,44.046,44.126,44.626,39.945,39.135,39.292,2021
Singapore,"Inflation, average consumer prices",98.963,98.436,99.004,99.438,100,99.818,2021
Singapore,Volume of imports of goods and services,3.381,0.196,8.072,7.212,0.059,-2.285,2021
Singapore,Volume of exports of goods and services,4.968,0.035,7.377,7.56,0.304,-0.247,2021
Singapore,Unemployment rate,1.9,2.075,2.175,2.1,2.25,3,2021
Singapore,Population,5.535,5.607,5.612,5.639,5.704,5.686,2021
Singapore,General government revenue,17.299,18.86,18.882,17.569,17.873,17.852,2022
Singapore,General government total expenditure,14.437,15.201,13.573,13.885,14.018,23.711,2022
Singapore,General government net lending/borrowing,2.862,3.659,5.309,3.683,3.855,-5.859,2022
Singapore,General government gross debt,102.237,106.571,107.739,109.448,128.202,152.001,2022
Singapore,Current account balance,18.693,17.647,17.303,15.153,14.454,16.838,2021
Slovak Republic,"Gross domestic product, constant prices",4.815,2.086,2.98,3.794,2.605,-4.359,2020
Slovak Republic,"Gross domestic product, current prices",88.512,89.65,95.36,105.661,105.296,105.088,2020
Slovak Republic,"Gross domestic product, deflator",100,99.488,100.697,102.746,105.308,107.802,2020
Slovak Republic,"Gross domestic product per capita, constant prices","29,469.41","30,056.91","30,900.88","32,027.56","32,817.93","31,344.62",2020
Slovak Republic,Total investment,24.253,22.616,23.111,23.2,23.592,18.859,2020
Slovak Republic,Gross national savings,22.161,19.874,21.195,20.993,20.229,18.961,2020
Slovak Republic,"Inflation, average consumer prices",100,99.528,100.917,103.463,106.324,108.462,2021
Slovak Republic,Volume of imports of goods and services,8.519,4.833,4.727,3.985,2.086,-8.405,2020
Slovak Republic,Volume of exports of goods and services,6.644,5.022,4.127,4.565,0.794,-7.39,2020
Slovak Republic,Unemployment rate,11.483,9.642,8.05,6.542,5.717,6.65,2020
Slovak Republic,Population,5.421,5.426,5.435,5.443,5.45,5.458,2020
Slovak Republic,General government revenue,43.091,40.095,38.619,38.813,39.329,40.055,2020
Slovak Republic,General government total expenditure,45.768,42.678,39.601,39.824,40.661,45.552,2020
Slovak Republic,General government net lending/borrowing,-2.677,-2.582,-0.982,-1.012,-1.332,-5.497,2020
Slovak Republic,General government gross debt,51.918,52.437,51.6,49.629,48.142,59.742,2020
Slovak Republic,Current account balance,-2.092,-2.742,-1.916,-2.207,-3.363,0.103,2020
Slovenia,"Gross domestic product, constant prices",2.21,3.192,4.816,4.422,3.251,-4.23,2021
Slovenia,"Gross domestic product, current prices",43.112,44.754,48.572,54.188,54.185,53.547,2021
Slovenia,"Gross domestic product, deflator",104.66,105.575,107.121,109.389,111.795,113.165,2021
Slovenia,"Gross domestic product per capita, constant prices","33,962.30","35,023.93","36,680.19","38,284.09","39,262.17","37,333.29",2020
Slovenia,Total investment,19.164,18.427,20.03,21.238,20.62,19.998,2021
Slovenia,Gross national savings,22.981,23.204,26.248,27.193,26.608,27.378,2021
Slovenia,"Inflation, average consumer prices",99.998,99.944,101.374,103.134,104.813,104.758,2021
Slovenia,Volume of imports of goods and services,4.318,6.289,10.672,7.087,4.671,-9.579,2021
Slovenia,Volume of exports of goods and services,4.741,6.163,11.071,6.156,4.517,-8.663,2021
Slovenia,Unemployment rate,9.025,8.025,6.6,5.158,4.467,5.008,2021
Slovenia,Population,2.063,2.064,2.066,2.067,2.081,2.096,2020
Slovenia,General government revenue,45.863,44.244,44.017,44.248,43.755,43.509,2021
Slovenia,General government total expenditure,48.711,46.163,44.07,43.504,43.333,51.322,2021
Slovenia,General government net lending/borrowing,-2.847,-1.919,-0.053,0.744,0.422,-7.813,2021
Slovenia,General government gross debt,82.588,78.52,74.15,70.305,65.606,79.762,2021
Slovenia,Current account balance,3.817,4.776,6.217,5.955,5.988,7.38,2021
South Africa,"Gross domestic product, constant prices",1.322,0.665,1.158,1.488,0.113,-6.432,2021
South Africa,"Gross domestic product, current prices",346.663,323.493,381.317,404.673,387.849,335.344,2021
South Africa,"Gross domestic product, deflator",100,106.952,112.806,117.269,122.546,129.008,2021
South Africa,"Gross domestic product per capita, constant prices","14,004.89","13,886.18","13,838.85","13,840.86","13,659.41","12,599.28",2021
South Africa,Total investment,18.633,16.96,16.611,16.541,16.021,12.746,2021
South Africa,Gross national savings,14.294,14.285,14.243,13.577,13.442,14.734,2021
South Africa,"Inflation, average consumer prices",74.083,78.775,82.933,86.758,90.333,93.292,2021
South Africa,Volume of imports of goods and services,5.045,-4.133,1.533,3.244,0.474,-17.423,2021
South Africa,Volume of exports of goods and services,3.06,0.407,-0.273,2.809,-3.409,-11.95,2021
South Africa,Unemployment rate,25.35,26.725,27.45,27.125,28.7,29.175,2021
South Africa,Population,55.407,56.252,57.098,57.939,58.775,59.622,2021
South Africa,General government revenue,25.79,26.184,25.844,26.447,26.789,25.128,2021
South Africa,General government total expenditure,30.164,29.909,29.86,30.184,31.506,34.863,2021
South Africa,General government net lending/borrowing,-4.374,-3.725,-4.016,-3.736,-4.717,-9.735,2021
South Africa,General government gross debt,45.195,47.134,48.588,51.59,56.303,69.427,2021
South Africa,Current account balance,-4.339,-2.676,-2.368,-2.964,-2.579,1.989,2021
Spain,"Gross domestic product, constant prices",3.837,3.028,2.977,2.29,2.082,-10.823,2021
Spain,"Gross domestic product, current prices","1,195.72","1,232.57","1,312.08","1,421.64","1,393.20","1,280.46",2021
Spain,"Gross domestic product, deflator",100,100.327,101.627,102.891,104.236,105.386,2021
Spain,"Gross domestic product per capita, constant prices","37,448.75","38,549.55","39,626.47","40,364.12","40,875.30","36,258.78",2021
Spain,Total investment,18.996,18.753,19.411,20.478,20.89,20.691,2021
Spain,Gross national savings,21.022,21.929,22.183,22.357,22.994,21.516,2021
Spain,"Inflation, average consumer prices",93.412,93.222,95.046,96.638,97.314,97,2021
Spain,Volume of imports of goods and services,5.078,2.65,6.79,3.918,1.199,-15.193,2021
Spain,Volume of exports of goods and services,4.316,5.372,5.514,1.723,2.476,-20.151,2021
Spain,Unemployment rate,22.058,19.635,17.225,15.255,14.105,15.533,2021
Spain,Population,46.41,46.45,46.533,46.729,47.105,47.356,2021
Spain,General government revenue,38.714,38.137,38.174,39.204,39.238,41.48,2020
Spain,General government total expenditure,43.891,42.442,41.21,41.701,42.112,52.434,2020
Spain,General government net lending/borrowing,-5.177,-4.305,-3.036,-2.497,-2.874,-10.954,2020
Spain,General government gross debt,99.303,99.166,98.557,97.514,95.537,119.951,2020
Spain,Current account balance,2.026,3.176,2.772,1.879,2.104,0.825,2021
Sri Lanka,"Gross domestic product, constant prices",5.008,4.487,3.578,3.272,2.255,-3.569,2020
Sri Lanka,"Gross domestic product, current prices",80.557,82.39,87.428,87.954,83.991,80.677,2020
Sri Lanka,"Gross domestic product, deflator",126.628,132.761,142.407,147.857,151.901,157.104,2020
Sri Lanka,"Gross domestic product per capita, constant prices","11,890.52","12,287.47","12,584.10","12,860.32","13,070.13","12,536.94",2020
Sri Lanka,Total investment,31.181,27.852,31.595,29.852,21.912,25.384,2020
Sri Lanka,Gross national savings,28.846,25.737,28.953,26.674,19.712,24.044,2020
Sri Lanka,"Inflation, average consumer prices",107.408,111.692,119.042,124.125,129.467,135.367,2021
Sri Lanka,Volume of imports of goods and services,16.371,8.296,2.945,-0.543,-7.97,-20.508,2020
Sri Lanka,Volume of exports of goods and services,4.458,9.29,4.354,5.693,-2.292,-29.591,2020
Sri Lanka,Unemployment rate,4.7,4.4,4.2,4.4,4.8,5.5,2020
Sri Lanka,Population,20.97,21.203,21.444,21.67,21.803,21.919,2020
Sri Lanka,General government revenue,13.341,14.118,13.802,13.522,12.648,9.172,2020
Sri Lanka,General government total expenditure,20.353,19.455,19.305,18.846,20.617,21.931,2020
Sri Lanka,General government net lending/borrowing,-7.013,-5.338,-5.503,-5.323,-7.969,-12.759,2020
Sri Lanka,General government gross debt,78.487,79.016,77.902,84.193,86.802,101.237,2020
Sri Lanka,Current account balance,-2.336,-2.116,-2.641,-3.182,-2.2,-1.342,2020
Sweden,"Gross domestic product, constant prices",4.489,2.071,2.568,1.95,1.986,-2.944,2021
Sweden,"Gross domestic product, current prices",505.104,515.655,541.019,555.455,533.88,541.487,2021
Sweden,"Gross domestic product, deflator",90.252,91.629,93.585,95.829,98.269,100,2021
Sweden,"Gross domestic product per capita, constant prices","51,432.46","51,740.37","52,413.09","52,860.89","53,402.35","51,571.89",2021
Sweden,Total investment,24.429,24.715,25.725,26.008,25.124,24.771,2021
Sweden,Gross national savings,27.743,27.105,28.676,28.724,30.621,30.844,2021
